,,X11BR047,X11BR043,X11BR049,X11BR023,X18BR010,X06BR003,X11BR074,X18BR017,X01BR017,X06BR006,X09BR005,X11BR017,X01BR015,X11BR025,X01BR001,X11BR031,X01BR032,X05BR045,X11BR053,X01BR027,X14BR008,X18BR002,X03BR013,X11BR032,X21BR010,X03BR004,X11BR003,X11BR028,X18BR004,X20BR005,X11BR073,X11BR009,X18BR019,X20BR001,X09BR007,X11BR020,X20BR002,X11BR019,X20BR008,X01BR033,X11BR022,X11BR013,X03BR010,X20BR007,X11BR030,X18BR007,X11BR050,X05BR001,X11BR014,X22BR005,X11BR010,X01BR031,X11BR011,X03BR005,X18BR003,X11BR024,X05BR016,X01BR030,X01BR018,X05BR042,X11BR054,X05BR044,X11BR006,X14BR005,X11BR044,X11BR016,X11BR055,X06BR005,X11BR042,X11BR018,X05BR009,X01BR025,X11BR015,X11BR040,X11BR004,X01BR043,X05BR003,X05BR029,X05BR043,X05BR026,X11BR056,X11BR038,X11BR036,X18BR009,X18BR006,X22BR006,X11BR072,X11BR027,X01BR040,X11BR059,X11BR051,X05BR038,X11BR060,X09BR004,X11BR075,X03BR002,X16BR012,X06BR014,CPT001846,X18BR016,X05BR005,X13BR009,X11BR080,CPT000814,X01BR042,X15BR003,X14BR014,X11BR058,X11BR012,X01BR009,X01BR008,X21BR001,X21BR002,X01BR026,X05BR004,X03BR006,X01BR023,X01BR020,X20BR006,X09BR001,X03BR011,X01BR010
PAK4,S41s ,-0.1086,0.5743,-4.3337,-3.4652,-1.0582,0.0526,-1.4302,-0.4209,1.2547,0.5555,-0.8056,1.6715,1.7821,0.1701,3.2491,-1.0876,-0.9743,-0.1257,-0.7309,2.1597,-0.4263,1.2546,-0.2783,0.6124,-1.3598,-0.5739,-0.3975,2.1731,-0.5045,-0.7754,-2.1381,-1.83,-1.8054,-0.9892,-0.879,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4756,-1.01,-0.5446,0.0483,-0.234,0.2496,1.6130000000000002,-1.0481,-1.0653,0.0288,-0.3691,-1.0213,-0.83,-1.8615,-0.3789,0.8538,-1.2907,-0.5821,-0.6174,0.8484,1.0407,-0.6776,-1.9608,,,,,,,,,-1.1377,-2.9130000000000003,-2.2799,-1.9197,-0.902,-1.8623,-0.581,-0.9296,2.3472,2.2437,-0.9875,-0.1653,-0.0582
PAK4,S474s ,1.3583,-0.3345,-2.9133,-1.0118,-0.8004,0.3076,-0.346,0.465,0.7624,0.0042,-1.5067,1.977,0.7604,0.0395,-0.4364,0.1329,0.0224,-0.5881,-2.3502,-0.1228,-1.0162,1.1749,-0.451,-0.5412,-0.1983,0.1283,-0.1022,2.0146,-4.4494,-0.5871,0.3576,0.8442,-4.6015,-5.3906,0.5739,0.6407,-0.937,0.8678,2.9037,0.3105,0.6139,0.0139,0.6872,-1.1062,0.5896,-0.0969,0.1317,0.3242,0.0287,0.8564,-0.0458,-0.4927,0.7881,0.1839,-0.4415,0.1664,1.8159,0.185,-0.2238,1.2132,-0.218,1.0725,-1.213,0.903,-0.7685,-0.7461,-0.8740000000000001,-0.6103,0.4704,-0.6607,-0.1524,0.4996,-0.4609,-1.8752,-2.0444,1.5488,2.5972,0.2031,-0.9057,-1.1847,-0.0409,0.3596,-0.5964,-0.875,-1.2467,-0.2273,-0.9596,0.2656,-0.2047,-0.1406,0.1691,-0.1088,0.0243,1.477,-2.3274,-0.4337,0.1293,-0.0752,-0.3554,-1.1624,0.1218,0.3182,-0.8727,-0.1664,-0.1441,0.0119,-0.3415,0.1783,0.7621,-0.2443,-2.5098,-0.6445,-0.4556,-0.0597,0.8141,1.3584,0.6529,1.2565,1.32,-1.0185,0.3543,0.2753
PAK4,S74s ,2.5366,3.7329,-3.0623,0.1536,-2.0975,-5.2533,-3.13,-0.1038,2.1473,-0.6155,-1.0854,-2.85,-1.4543,-0.3734,-2.3813,-2.7715,-0.1358,-2.911,,,,,,,,,,,,,,,,,,,-5.5375,4.1961,-0.2432,2.766,0.8568,1.6082,1.5969,0.5652,-0.4127,-3.7305,-0.3376,-0.8629,-0.6603,-1.5367,-2.1585,1.4513,-0.6122,,,,,,,,,-1.2928,-1.4426,-3.5871,2.1596,0.2765,0.4038,-1.9605,-1.0454,-0.2364,-0.0243,-3.4008,0.7595,-3.5873,-0.9904,-2.5408,-1.5630000000000002,-2.4744,-2.0007,0.3139,0.7658,-1.4744,0.381,-1.3509,-0.5579,1.0501,-0.5753,1.0678,-2.9463,0.2925,0.4104,-0.8658,-1.0057,-0.076,3.8888,-0.9183,-0.3573,1.19,-2.0277,1.9818,-1.2912,,,,,,,,,,,,,,,,1.4153,1.9109,-0.2572,-0.6879,0.0382,2.2503
PAK4,S99s ,1.1044,-0.2962,-3.5889,-2.0353,1.8769,2.5032,1.2606,1.9455,3.3465,1.7739,-0.3313,2.9652,3.491,1.9751,2.3072,2.044,-2.0626,1.013,-0.7663,1.341,3.1869,1.3409,2.6847,1.0636,0.0153,3.0024,-0.2078,2.4838,-2.4578,-1.7506,-0.4165,-1.4774,-2.0953,-3.0466,-1.862,1.2353,,,,,,,,,3.5464,4.3005,1.8533,4.9607,1.0011,3.3931,-0.4084,1.2739,-1.6332,,,,,,,,,,,,,,,,,,,,,,,,,,2.0191,-1.4163,-4.0658,1.9535,-2.2881,0.9088,0.8763,-2.4457,2.7132,,,,,,,,,2.1466,0.0792,1.7006,-2.4536,1.4036,1.1285,-2.0007,-2.783,-5.0812,1.2023,2.1053,1.983,-1.2969,-2.5212,1.733,-1.297,-3.6783,0.0056,-1.3577,3.2774,3.2404,2.8246,4.4916,3.2880000000000003,1.5193,3.7045,1.6408
PAK4,T207t ,-0.8846,-0.8697,-2.5888,-1.4656,0.48,-1.5979,0.0818,0.5918,1.1397,0.4549,-1.7607,2.7734,0.8433,0.7318,1.2646,0.387,-0.6626,-0.5351,-2.8066,1.3383,-0.0552,0.9492,0.3622,-0.1578,-0.8559,-0.1256,-1.9231,0.7137,0.529,0.3339,-0.5539999999999999,-1.1059,0.3182,-0.1626,0.9532,0.1927,0.5493,-0.6162,0.6544,-0.0847,-0.1287,1.2654,2.1396,0.1774,2.3888,1.1915,0.1022,1.0545,-0.4441,0.1818,-0.8184,0.767,-0.1593,-0.1287,-2.0091,0.136,-0.1929,0.6666,-0.9934,1.2447,0.954,-0.6005,0.8864,0.7926,-0.9947,-0.5767,-0.1289,-0.4837,-0.0302,-0.3973,0.6206,0.7705,-2.9478,-0.2919,-1.2762,1.0575,1.6988,1.4409999999999998,0.0374,-0.2438,0.2493,1.2972,-1.4719,0.8292,1.5456,-1.7782,0.2907,-0.2229,-1.3401,0.1578,-0.6151,-2.3149,-1.1874,0.6345,-0.9425,-0.2565,0.2278,0.7003,0.5773,0.9949,0.0604,-2.0775,-4.1249,-0.6446,-0.926,0.1982,-0.35,0.8477,0.5814,0.7549,-1.6002,-0.0544,-0.1712,1.4225,-0.1945,2.4568,0.2711,1.9938,1.4543,-0.6313,-0.2192,0.1615
PAK4,T478t ,0.7069,0.3622,-2.9967,-1.007,-0.1037,0.7261,-0.0943,1.4718,1.2317,0.8582,-1.5099,3.0383,0.5147,0.5982,-0.6178,0.5999,-0.5835,-0.6912,-2.2912,-0.1188,-0.9777,1.5086,-1.2029,-0.2092,-0.4025,0.073,-1.2298,1.0454,-3.0625,-1.9165,-0.2452,0.1498,-3.3316,-3.2143,-0.044,-0.6821,-0.0485,2.1122,0.0975,0.4409,-0.8405,0.4261,0.3286,0.5416,,,,,,,,,,-0.3396,0.552,-1.0567,1.85,0.2781,-0.9987,0.2293,-2.3326,1.6564,-1.1679,1.1367,-0.4518,-0.7199,-0.4153,-0.2506,1.1566,0.1548,-0.4052,0.2313,-0.0479,1.399,-2.5068,-0.1455,-0.7094,0.8405,-2.1772,-1.7174,1.7154,0.7965,0.0471,-0.3975,0.948,0.0969,-0.7057,0.446,-0.4801,-0.9722,-0.108,-0.4853,-0.0336,1.3004,-2.7197,0.0145,0.5974,0.0154,-0.5665,-1.2837,0.0824,-0.9581,-1.7836,-0.3983,2.3302,-0.2667,0.369,0.1751,1.3447,,,,,,,,,,,,,
PANK1,S215s ,-2.6039,-1.93,-1.399,2.1466,-0.5826,-2.5127,-3.9988,-4.577,-1.2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0105,-1.7668,-4.7304,-1.6773,-2.5463,-2.3341,-2.2135,4.5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7458,-0.0268,-0.5198,-0.4748,-1.3169,-0.4963
PANK2,Q199q S203s ,-0.1906,-0.1467,-0.1082,-0.0325,-0.4845,-0.2491,-0.2558,-0.8391,1.5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0083,0.6564,0.4772,-0.908,0.8329,-0.465,1.1888,0.1715,0.8061,0.3721,0.4977,-0.2097,0.4209,-0.5384,0.0593,1.0548,-0.4378,,,,,,,,,,,,,,,,,,,,,,,,,,0.1068,0.3068,0.1384,-0.5218,0.1683,1.0421,0.0202,0.7887,-0.1855,,,,,,,,,,,,,,,,,,,,,,,-0.4756,1.1015,0.0079,0.2627,0.7642,-0.151,-1.0695,,,,,,
PANK2,S143s ,,,,,,,,,,-0.4576,0.2717,1.9575,-0.9113,-0.4509,-1.4165,0.9435,0.4115,0.6597,0.0451,-1.3443,1.132,1.228,0.7975,2.6335,0.789,1.2808,-0.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4785,0.52,-0.6236,-0.139,-0.106,0.0871,-0.4496,0.0479,-0.1325,-0.0642,0.3652,-0.8753,-0.8338,0.0173,0.7111,-0.8456,0.076,,,,,,,,,0.0128,0.403,1.103,0.3071,-0.3243,-0.2885,-0.1711,0.4158,0.5254,-0.7398,-1.6569,-1.3107,-0.7527,-1.052,-0.7722,-0.2689,-0.2474,0.596,1.0562,0.2437,-0.7282,0.5932,0.722,,,,,,,,,0.2364,0.0126,-0.295,-0.029,-0.0305,0.6996,-0.3432,,,,,,
PANK2,S168s ,0.076,0.544,-0.8476,0.5829,0.4418,-0.144,-0.2325,0.025,0.3238,0.6405,0.3071,0.3063,-0.064,0.3796,-0.4715,0.446,0.247,0.6172,0.603,0.0483,1.0447,0.7118,0.6032,0.5207,-0.1589,0.9308,0.0514,-0.0564,-0.2914,0.1755,0.0847,-0.2353,-0.2004,-0.3106,-0.0774,0.1546,-1.1641,1.0568,0.5777,-0.0781,0.1143,0.4928,0.3839,0.016,0.1708,0.7971,0.8309,0.3958,0.9041,1.0638,-0.489,0.4676,-0.6890000000000001,0.4351,0.4756,0.1428,-0.3223,-0.106,-0.0136,-0.2709,-0.2608,0.1647,0.5014,0.1699,-0.2238,0.3827,0.4018,0.0007,-0.2563,0.6392,-0.0154,-0.7765,0.14,-0.2722,0.288,-0.5469,0.2651,-0.4422,0.1748,0.207,0.0829,0.2883,-0.0084,0.4036,-0.66,-0.5113,0.8466,-0.1529,-1.6007,0.3052,-0.4115,-0.0562,0.3477,-0.2405,-0.7757,0.9216,-0.036,0.6794,-0.0477,0.4132,0.3188,-0.006,0.1568,-1.5402,-0.4287,0.9324,0.3707,0.037,0.4024,0.2712,0.2094,-0.0942,0.0768,-0.0014,0.3706,-0.3121,0.2004,0.3367,-0.071,-0.0903,0.5886,0.4749
PANK2,S168s S169s ,-0.0613,0.1825,-0.915,0.5046,0.7577,0.0565,0.2448,0.1915,0.9449,0.4814,0.135,0.5712,-0.0083,0.586,-0.0919,1.4142,0.0651,0.2564,1.1691,0.8,0.6722,0.2436,-0.6902,1.17,0.4818,0.5541,-0.2639,0.2154,0.0595,0.925,1.5377,0.4821,0.1605,2.6557,1.3564,1.0123,0.2795,0.579,1.9456,-0.0162,0.5916,0.5118,0.1458,-0.1337,-0.3813,0.3625,0.2466,0.2563,0.0108,-0.2421,-0.1527,-0.1414,-0.8219,,,,,,,,,0.5064,-2.0596,-0.5393,0.1852,-0.184,1.0087,1.4251,0.2382,2.141,0.8359,0.8493,-0.0995,-0.5255,-0.2936,0.5926,1.2596,0.221,-0.0566,0.2569,0.0509,0.5471,0.2418,0.2998,0.068,-0.0025,1.0182,-0.0883,-0.8531,0.3452,-0.2456,-0.0339,0.3497,-1.2048,-0.3768,,,,,,,-0.8421,1.7077,0.3502,0.3401,0.0242,0.6747,0.4865,-0.7892,0.7474,1.619,0.7244,1.1707,0.5909,0.8633,-0.7809999999999999,,,,,,
PANK2,S169s ,,,,,,,,,,0.0274,-1.0918,0.932,-0.6827,0.5633,-1.4591,1.194,-0.9616,-0.3061,3.5078,-0.623,-0.2016,0.8578,-0.2675,0.1723,-0.3463,0.1058,-0.7582,-0.0483,-1.2215,1.7622,1.1676,-0.2231,0.0284,-0.8047,0.9103,-1.6199,,,,,,,,,0.3622,0.3855,0.0661,0.1921,0.0108,-0.2353,-0.5451,-0.2267,-0.5146,0.7922,1.3198,-1.1616,-1.6465,-0.0265,-2.0358,-0.5172,-2.0604,0.2182,0.4249,-0.6177,0.1562,2.7312,0.0473,-0.1728,1.0759,-0.0061,-0.3412,0.0444,0.5401,-1.0274,1.4035,-0.7614,-0.7442,-0.6315,-0.6728,-2.2003,-1.0076,-0.3605,0.9742,-0.048,-0.6361,-0.2447,-1.0283,-0.13,-0.6015,0.9494,0.0088,-0.5986,0.5613,2.1145,-1.0586,-0.4201,-0.5802,0.9774,0.1128,-0.0509,-0.825,-0.0077,1.0621,-1.3627,-1.0901,-0.1374,-0.8487,1.2554,0.3234,-0.2005,-0.8906,-0.6186,-0.999,-1.0432,-0.4191,-1.9892,0.5539,-0.6685,0.2069,-0.3749,-0.7064,1.1794
PANK2,T142t S143s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2068,-2.4193,0.2324,-1.5011,0.1118,-1.0017,-0.0517,-0.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANK2,T142t S145s S146s ,,,,,,,,,,,,,,,,,,,1.4227,-0.1465,0.8037,0.6039,1.1178,2.3621,1.6265,-0.3241,-0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6527,0.2509,-0.8189,-0.7323,0.1781,0.3024,-0.39,-0.268,,,,,,,,,,,,,
PANK3,S283s ,1.147,0.1845,-1.7076,-0.5777,2.3641,-0.9965,-4.5591,0.4531,0.4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASK,S1120s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASK,S116s ,-0.0471,2.1556,1.7625,0.1667,0.0343,-0.6344,0.6145,0.5681,-1.581,-1.9997,-0.9085,-0.4625,-2.0758,-0.2338,-0.034,-0.3181,2.1485,0.7416,-2.6427,-1.1021,-2.1486,-0.7292,-1.9927,-0.6512,-1.5078,-2.4838,0.6539,-0.5418,0.6872,-0.5424,1.2014,0.2068,2.3176,0.2796,-0.2349,1.4183,-1.3111,0.6014,-0.8354,-0.0728,0.9954,0.1486,-0.027,1.144,2.061,-0.4052,0.8653,1.8507,0.2226,1.8433,0.8721,1.5249,-0.1481,-1.7989,-0.2887,1.8362,0.8798,-0.4331,2.6096,0.5162,0.9339,-0.8649,0.322,-2.164,-1.0381,0.2395,-1.2945,-0.0228,-1.2634,-1.0346,-2.6941,-2.2342,-3.4584,-2.4514,-0.8137,-1.1557,-0.4807,-0.9138,0.7028,0.0163,-0.9586,2.4055,1.0709,-0.6553,-0.195,0.252,0.2962,-0.4046,0.7219,2.407,0.9137,0.4113,0.3058,-0.2039,-0.4662,0.3265,-0.4576,3.1366,0.5037,0.569,-1.1022,-0.3524,0.2886,1.4361,-0.1819,-0.2529,-1.2142,0.3741,-1.714,-4.5193,1.092,-0.7536,-0.0491,-0.7532,-0.3582,-0.3613,-2.1681,-2.1661,0.0848,-0.008,-0.8575,-2.6801
PASK,S120s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1111,0.8133,1.3151,1.656,0.8377,1.5672,1.3544,1.1078,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1324,1.1142,0.0941,0.695,-3.1042,-0.7921,0.0965,0.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASK,S1287s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8076,0.0134,-0.8681,-0.2072,-0.5445,-0.7275,0.8246,0.5593,,,,,,,,,,0.2369,0.1965,0.449,1.0127,-0.9852,0.9245,0.8256,-1.2412,,,,,,,,,,,,,,,,,,0.506,0.5384,-0.4272,1.7248,0.8414,-0.1466,-0.4992,0.0934,0.1398,,,,,,,,,,,,,,,1.1902,-0.2459,1.7176,0.2704,0.723,-0.4423,-0.1235,-0.2645,,,,,,,,-0.6963,-0.9925,-1.0466,1.0498,1.6879,-2.6536
PASK,S1296s N1315n ,-0.2442,0.1461,0.1773,-1.0706,0.505,-0.3016,-0.9587,0.1419,-0.9537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3797,0.5705,0.6207,2.4486,0.8349,1.3345,0.7785,0.1143,1.412,,,,,,,,,-0.6942,-0.6657,0.2228,-0.2383,0.214,-0.083,,,,,,,,,,,,,,,,,,,,,
PASK,S42s ,0.3299,1.1721,-0.6756,-0.2675,-1.4723,-2.7268,-1.4389,-0.1712,-0.3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7638,-2.1014,0.7226,0.0306,0.491,1.3533,0.0715,0.8356,0.0359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4983,0.6904,-0.2742,0.5016,-0.2791,0.7996,0.2141,0.1886,0.4299,0.4115,1.4369999999999998,2.0872,-1.0232
PASK,S584s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4461,-1.0669,3.7953,0.1888,-0.7729,-0.2074,,,,,,,,,,,,,,,,,,,,,
PASK,S939s ,0.1689999999999999,0.9176,-0.8387,0.3952,0.6663,-0.0466,-0.7797,-1.6299,-1.2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6288,0.0045,-0.5965,-0.5352,-1.0338,-0.8227,-0.2155,1.396,0.7983,-1.0408,-1.0072,0.97,-0.9288,1.939,-0.9077,0.5579,-0.3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2107,0.3225,-0.4447,1.0381,2.3639,0.2119,0.0017,0.7481,-0.5149,1.2888,-0.6999,-0.4082,-0.2101,-0.2438,0.324,,,,,,
PASK,S99s ,0.1689999999999999,0.1502,-0.8848,0.1895,-0.1951,-1.0685,0.092,0.1063,0.1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6919,0.016,-0.6741,-0.373,-0.9795,-0.1236,-1.7626,-0.1732,-0.2778,,,,,,,,,-0.174,0.3998,0.9206,1.4176,-0.1362,-0.0188,0.8322,0.0848,1.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2606,0.3396,-0.7759999999999999,-0.7583,-1.9761,-0.2669,-0.5695,-0.1413,0.1492,0.4573,0.5371,-0.2007,0.4889
PBK,S19s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5634,2.0439,-1.2324,-1.5972,-1.1127,-0.7223,-0.7155,-0.5182,,,,,,,,,,,,,,,,,,,,,,-0.7364,1.7349,0.7795,-0.9767,-0.8498,-0.5945
PBK,S32s ,-1.4966,1.1943,-0.8511,3.317,-0.2949,1.7207,-0.3999,0.5383,0.3728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1353,0.0725,-0.1903,1.4719,0.9448,0.3257,-0.1566,-0.8275,-1.0646,-0.0176,0.4435,0.1486,-1.2913,-1.1868,0.3733,-0.2205,-0.0255,,,,,,,,,,,,,,,,,,,,,,,,-1.3557,2.9442,1.9303,1.9274,0.1196,0.9326,-0.7575,-0.4417,0.2258,2.4349,2.2888,-0.5176,0.6047,-0.4814,0.3895,-0.7658,0.574,1.5139,-1.5946,-0.1406,-2.1517
PBK,S59s ,-4.0456,1.2145,-2.275,3.9715,-1.8132,2.2132,-2.6206,-1.4634,-0.4614,-1.5247,-0.64,-1.5157,-1.32,0.6968,-0.4456,-2.1595,0.3134,1.11,1.0736,0.8,-1.8648,-1.3201,-1.919,-2.6447,-3.9508,-1.972,-1.1603,-1.0839,-1.3644,-0.231,0.8186,-1.0759999999999998,-1.2159,-2.5829,-1.2536,-1.9878,0.5844,-1.3888,-2.1141,-1.8024,-0.5222,1.4083,-1.3066,-0.2538,-1.7757,0.1328,-3.2901,-0.1602,-3.1778,-1.4113,1.4852,1.5048,-2.8479,-2.9211,-0.2318,0.476,-1.1649,-2.0579,-0.0918,2.0589,-0.9577,-0.6599,-0.8706,-0.1999,1.6927,1.3529,0.0573,-1.2158,-0.9183,-1.6515,-1.612,1.3378,1.7477,-4.2667,-1.5402,-0.5661,-2.6122,0.7319,2.0885,-1.5161,-2.096,-1.2269,4.2777,-1.4547,-0.7122,-1.5395,-1.4345,-1.1597,1.9343,-0.2389,0.9363,0.1401,-0.0595,1.8993,-1.6923,-1.5573,-2.8593,-2.3268,-0.9912,-1.462,-1.663,-0.5094,3.0891,0.4925,1.6747,-1.3488,-0.3312,-0.5264,-0.633,0.0505,2.3841,2.0448,-1.8176,-1.0355,-1.7841,-0.8875,-1.1123,0.4783,1.4421,-1.4812,-1.004,-1.5687
PBK,S5s ,-3.1071,1.8506,-1.8051,3.9324,-1.6552,1.2652,-1.826,-1.1622,-1.5273,-3.068,-0.0579,-2.4372,-1.6,2.5171,-1.7411,-1.5135,-1.4915,0.8477,,,,,,,,,,,,,,,,,,,-0.5838,-0.1221,-2.0713,-3.2093,-0.6249,1.1131,-2.1753,1.5555,-1.9451,0.0773,-1.9296,0.0839,-1.5895,-1.2746,-0.9848,0.5663,-2.1757,-2.0362,1.1172,0.0886,0.4468,-3.1846,0.0246,0.6529,0.0782,-2.2853,-1.6984,-1.0275,2.2483,1.162,-0.6456,-1.5701,-0.1998,-1.8865,,,,,,,,,0.3006,-1.1365,-3.3893,-1.9301,2.7084,-1.8405,-0.723,-1.4088,-1.5855,,,,,,,,,,,,,,,-2.813,4.9486,0.1519,0.8999,-1.2611,-0.8504,-1.4061,-1.2612,-2.016,-0.8668,-1.8144,-3.1304,-1.9239,-1.8392,-2.0367,-2.075,-0.5894,1.1703,-1.7875,-1.5991,-2.7986
PBK,T24t ,-1.6433,2.091,-1.0958,2.4535,-1.1164,1.4268,-0.397,-0.7222,0.0845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1944,0.1424,0.2893,0.9297,0.8803,-0.1282,2.2928,2.3195,0.7689,,,,,,,,,-0.2231,-0.2636,-0.5937,1.195,1.048,0.6762,-0.2252,-0.0827,0.0144,,,,,,,,,0.6189,-0.1316,-0.4699,0.3558,3.8934,0.1873,-0.1124,-0.7797,1.0209,,,,,,,,,-1.0273,-0.6972,-0.6991,-0.0091,-0.7573,0.2825,0.2346,6.2924,1.8152,1.4987,-0.4484,-2.5088,0.4271,-2.8336,-0.2776,0.7602,0.3038,-2.4539,-0.7931,-1.5436,-0.6039,-0.3004,0.1747,0.8207,0.502,-0.3271,-0.607
PBK,T24t T26t ,-2.0708,1.0671,-0.6064,3.9258,-0.9917,0.8701,-2.379,-1.4575,-0.0259,-0.051,-1.5067,-1.8911,-0.7556,0.375,0.0559,-0.8281,0.2691,0.5035,0.2456,1.0409,-2.6188,-1.4878,-0.6722,-1.9992,-2.6544,-1.3579,-1.672,-1.443,-1.1909,0.0524,1.083,-2.0185,-1.135,-3.1915,-1.2751,-2.1097,-0.4478,0.2262,0.0849,-0.4522,-0.387,1.2287,-0.1291,-0.7538,-2.08,0.5061,-1.7852,-0.7675,-1.937,-1.1697,-1.8169,1.2438,-1.47,-1.8402,0.1823,0.4608,-1.7615,-0.2635,0.6759999999999999,1.3153,-0.7120000000000001,-1.6242,,-0.2591,1.8936,1.9505,-0.0768,-0.7187,-0.6458,-1.4637,-0.7111,1.4046,1.3259999999999998,-1.6704,-2.9118,0.5938,-0.4973,-0.0949,1.3942,-0.1583,-2.111,-0.91,1.3455,-0.2262,0.257,-1.5935,0.1837,-0.9605,2.3059,-2.5044,0.2106,-0.7018,-3.0419,-0.7521,-0.5596,-1.156,-2.4469,-1.5461,0.3758,-0.5374,-2.0301,-2.458,3.2962,1.1499,2.1884,-0.5915,-0.514,-1.3435,-0.1715,0.0293,2.4841,2.5138,-2.1112,-1.1874,-2.2449,-0.8809999999999999,-1.097,0.0038,0.6970000000000001,-2.1477,-2.1464,-3.073
PBK,T9t ,,,,,,,,,,-1.7302,0.6367,-3.6106,-1.9758,1.5895,0.0148,-1.6835,-0.3019,2.8658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5826,-0.3765,-1.3188,1.9044,0.8001,-1.1804,0.7581,-0.8557,-1.1498,,,,,,,,,,,,,,,,,,-0.4114,0.0721,-1.9112,0.4236,0.2676,-3.8823,-0.0029,-1.216,-1.5331,-2.0847,-0.8856,-0.4591,-1.7356,-1.6457,,,,,,,,,,,,,,,,,,,,,
PDGFRA,S1045s ,0.4466,-0.2113,1.0373,0.5878,0.6629,-0.1848,-0.2907,0.3857,0.4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
